Invoice_Number,Invoice_Date,Customer_ID,Country,Product,Quantity,Amount
INV-102616,2024-07-03 16:05:07,CUST-9696,France,Printer,1,527.08
INV-102617,2023-12-29 16:23:56,CUST-3973,Ireland,Laptop,6,809.16
INV-102618,2025-11-16 02:04:17,CUST-3919,Spain,Smartphone,6,4348.66
INV-102619,2024-08-14 19:27:21,CUST-8487,Ireland,Monitor,7,5522.98
INV-102620,2024-09-21 05:10:16,CUST-1731,UK,Webcam,7,7015.75
INV-102621,2024-09-09 22:43:11,CUST-6031,Netherlands,Printer,3,1167.4
INV-102622,2024-03-13 22:18:03,CUST-1433,Germany,Webcam,9,1930.05
INV-102623,2025-06-05 10:36:57,CUST-6938,Ireland,Printer,2,706.21
INV-102624,2025-01-19 01:59:08,CUST-3510,UK,Tablet,10,564.14
INV-102625,2025-06-09 18:33:54,CUST-1039,France,Monitor,8,4716.66
INV-102626,2024-12-28 20:31:04,CUST-5996,UK,Headphones,3,3112.61
INV-102627,2025-04-03 06:24:48,CUST-4054,Germany,Monitor,5,154.95
INV-102628,2024-12-19 14:59:08,CUST-2999,France,Laptop,4,810.83
INV-102629,2025-07-05 20:08:22,CUST-5453,UK,Mouse,5,492.56
INV-102630,2024-01-11 06:49:26,CUST-1963,UK,Webcam,7,8214.81
INV-102631,2025-08-05 08:22:47,CUST-2943,Ireland,Monitor,7,2865.34
INV-102632,2024-06-04 06:02:21,CUST-5451,UK,Headphones,3,3003.7
INV-102633,2025-03-18 15:07:20,CUST-1066,France,Smartphone,7,3184.23
INV-102634,2025-10-12 08:58:38,CUST-6384,Netherlands,Keyboard,1,1100.73
INV-102635,2024-11-14 12:11:44,CUST-7555,Netherlands,Printer,6,5345.7
INV-102636,2025-07-09 22:32:51,CUST-2779,Spain,Tablet,2,2247.19
INV-102637,2024-02-27 01:00:33,CUST-9128,Spain,Speaker,4,720.82
INV-102638,2025-09-23 20:33:45,CUST-3982,Netherlands,Headphones,10,4043.31
INV-102639,2024-04-09 17:07:37,CUST-7218,UK,Webcam,5,5440.93
INV-102640,2024-05-29 15:40:17,CUST-2222,UK,Speaker,1,599.39
INV-102641,2024-12-18 03:09:05,CUST-5534,Spain,Headphones,9,8765.11
INV-102642,2025-09-15 06:09:47,CUST-3489,Germany,Monitor,2,1267.56
INV-102643,2024-05-12 14:51:49,CUST-4674,Spain,Tablet,1,1014.5
INV-102644,2024-04-09 08:32:15,CUST-6143,Germany,Mouse,9,3385.93
INV-102645,2024-11-06 18:42:52,CUST-5188,Netherlands,Speaker,6,625.54
INV-102646,2025-03-06 22:00:12,CUST-4566,Ireland,Tablet,7,3665.07
INV-102647,2024-03-08 01:10:16,CUST-2580,Ireland,Webcam,1,112.66
INV-102648,2025-01-17 03:06:04,CUST-2356,Netherlands,Headphones,10,6983.68
INV-102649,2025-08-12 09:07:50,CUST-2376,Spain,Laptop,9,5369.91
INV-102650,2025-11-29 08:02:56,CUST-6920,UK,Smartphone,3,1463.27
INV-102651,2025-01-05 21:57:37,CUST-7625,UK,Headphones,3,2049.72
INV-102652,2024-04-12 14:36:49,CUST-5962,France,Laptop,1,898.08
INV-102653,2024-06-22 06:52:13,CUST-7169,Spain,Keyboard,8,4270.04
INV-102654,2025-07-21 03:25:09,CUST-3531,France,Laptop,1,816.92
INV-102655,2024-03-02 11:08:41,CUST-1608,Spain,Headphones,9,9726.39
INV-102656,2024-06-26 06:56:11,CUST-7906,Ireland,Mouse,8,221.02
INV-102657,2025-10-28 11:06:09,CUST-5690,UK,Keyboard,10,6489.21
INV-102658,2025-04-21 17:54:04,CUST-1720,Netherlands,Printer,3,3129.57
INV-102659,2025-04-08 08:48:55,CUST-7713,Ireland,Tablet,5,3069.15
INV-102660,2024-12-17 01:48:22,CUST-9472,Netherlands,Tablet,6,4356.27
INV-102661,2025-04-29 15:09:23,CUST-2307,Germany,Webcam,6,2776.84
INV-102662,2024-10-02 02:33:48,CUST-6485,Spain,Tablet,8,3056.0
INV-102663,2025-06-14 15:28:09,CUST-1519,France,Speaker,9,8189.15
INV-102664,2024-06-06 20:05:30,CUST-7761,UK,Speaker,10,7278.59
INV-102665,2025-01-20 20:52:43,CUST-7563,Germany,Monitor,10,11284.44
INV-102666,2025-12-09 05:31:42,CUST-7346,Germany,Webcam,8,426.6
INV-102667,2024-08-10 22:57:12,CUST-6062,UK,Tablet,7,1649.74
INV-102668,2025-10-15 07:09:51,CUST-6712,Spain,Laptop,6,980.19
INV-102669,2024-04-15 02:40:28,CUST-6821,UK,Laptop,2,2193.28
INV-102670,2024-09-22 09:06:22,CUST-6912,Ireland,Tablet,2,1793.97
INV-102671,2024-01-14 20:26:47,CUST-4922,France,Monitor,8,4515.81
INV-102672,2025-08-12 15:41:00,CUST-2666,UK,Webcam,7,5199.3
INV-102673,2025-09-18 23:36:10,CUST-1781,Germany,Laptop,8,4164.02
INV-102674,2024-06-26 03:48:37,CUST-6181,Spain,Headphones,2,164.47
INV-102675,2024-04-22 11:49:18,CUST-5882,Netherlands,Speaker,3,111.44
INV-102676,2024-09-16 15:41:34,CUST-6560,Germany,Tablet,4,876.47
INV-102677,2025-04-24 19:34:51,CUST-6308,Germany,Speaker,8,7453.6
INV-102678,2024-02-17 07:49:03,CUST-6757,Netherlands,Keyboard,4,2780.87
INV-102679,2024-08-17 03:52:07,CUST-5457,Germany,Smartphone,8,3985.23
INV-102680,2025-02-16 00:32:23,CUST-9323,Ireland,Laptop,10,4015.32
INV-102681,2024-07-09 14:14:16,CUST-1455,Netherlands,Headphones,4,4509.43
INV-102682,2025-04-23 19:17:17,CUST-6276,Ireland,Keyboard,3,1657.96
INV-102683,2025-02-03 04:44:26,CUST-6216,Netherlands,Monitor,6,6424.66
INV-102684,2024-04-07 11:40:02,CUST-6388,France,Headphones,2,2364.93
INV-102685,2025-02-16 15:17:33,CUST-8782,Spain,Mouse,9,2116.91
INV-102686,2024-09-30 18:25:17,CUST-8685,Netherlands,Speaker,10,10091.8
INV-102687,2024-11-04 03:30:52,CUST-5372,Germany,Headphones,9,2135.46
INV-102688,2024-06-04 13:36:22,CUST-3926,Ireland,Monitor,1,830.5
INV-102689,2024-11-22 06:23:50,CUST-4307,France,Printer,6,5697.0
INV-102690,2024-05-25 19:55:29,CUST-8356,Germany,Keyboard,2,2371.93
INV-102691,2023-12-25 16:36:12,CUST-4484,UK,Speaker,8,7442.19
INV-102692,2025-09-30 16:40:41,CUST-4349,Spain,Smartphone,3,3512.59
INV-102693,2024-10-23 10:31:19,CUST-7450,UK,Monitor,7,4331.18
INV-102694,2025-09-15 15:58:00,CUST-5431,France,Monitor,2,873.0
INV-102695,2024-04-17 19:26:39,CUST-3306,Netherlands,Keyboard,6,1041.55
INV-102696,2024-06-23 00:31:50,CUST-3334,France,Webcam,10,8887.62
INV-102697,2024-11-15 21:59:50,CUST-2087,Spain,Mouse,2,93.2
INV-102698,2025-01-24 01:03:25,CUST-5870,Netherlands,Headphones,5,3730.66
INV-102699,2024-09-15 13:10:56,CUST-8394,UK,Webcam,3,2817.64
INV-102700,2025-05-08 05:35:50,CUST-9939,UK,Headphones,2,220.76
INV-102701,2025-06-17 01:33:20,CUST-9955,Spain,Monitor,6,7146.06
INV-102702,2025-03-24 23:52:12,CUST-6757,France,Mouse,4,2591.68
INV-102703,2024-01-17 03:03:50,CUST-5134,Netherlands,Mouse,4,3002.06
INV-102704,2024-10-11 21:22:10,CUST-4136,France,Laptop,6,5505.39
INV-102705,2024-09-21 21:25:39,CUST-6019,Netherlands,Smartphone,10,7222.07
INV-102706,2024-10-17 11:41:12,CUST-9146,Netherlands,Headphones,5,2807.76
INV-102707,2024-07-16 02:01:03,CUST-1039,UK,Laptop,4,498.11
INV-102708,2025-06-01 12:43:18,CUST-5646,Germany,Headphones,8,1459.78
INV-102709,2025-10-25 10:01:03,CUST-3812,Germany,Monitor,9,4657.86
INV-102710,2024-01-21 22:19:07,CUST-4920,France,Keyboard,7,6405.91
INV-102711,2025-03-01 11:16:39,CUST-2794,Ireland,Laptop,10,1190.47
INV-102712,2024-07-28 04:21:51,CUST-4060,Spain,Speaker,7,8172.94
INV-102713,2024-04-28 15:52:32,CUST-5023,UK,Monitor,7,8385.5
INV-102714,2024-07-14 05:19:12,CUST-8060,Netherlands,Keyboard,5,2827.26
INV-102715,2025-02-23 00:31:47,CUST-6262,France,Keyboard,4,1287.42
INV-102716,2025-09-19 02:13:26,CUST-1348,UK,Printer,3,2318.01
INV-102717,2024-02-04 05:02:35,CUST-5940,France,Tablet,6,3316.23
INV-102718,2024-09-14 20:19:50,CUST-3938,Spain,Tablet,8,6404.74
INV-102719,2025-11-14 04:18:09,CUST-6245,Germany,Monitor,9,10745.75
INV-102720,2024-03-02 03:46:41,CUST-5691,Germany,Laptop,4,1609.13
INV-102721,2024-07-26 21:06:18,CUST-4576,France,Laptop,7,2384.92
INV-102722,2025-02-19 16:09:02,CUST-6748,UK,Webcam,8,4898.53
INV-102723,2025-06-14 08:01:41,CUST-9991,Germany,Speaker,3,725.42
INV-102724,2024-09-08 11:29:18,CUST-8906,France,Laptop,7,3548.28
INV-102725,2024-09-29 03:30:50,CUST-7962,Germany,Headphones,7,2817.91
INV-102726,2025-05-17 02:45:58,CUST-4798,Ireland,Speaker,8,7083.06
INV-102727,2025-08-09 20:38:01,CUST-9559,Ireland,Printer,10,385.83
INV-102728,2025-11-22 17:48:40,CUST-7074,Ireland,Smartphone,6,1832.94
INV-102729,2024-05-13 10:20:00,CUST-9942,Netherlands,Smartphone,8,3820.98
INV-102730,2024-06-21 02:02:57,CUST-8472,France,Monitor,5,3506.12
INV-102731,2025-01-15 13:07:39,CUST-5943,Ireland,Laptop,6,162.8
INV-102732,2024-04-28 22:48:34,CUST-9798,France,Keyboard,2,2357.7
INV-102733,2024-08-27 15:22:38,CUST-2320,Spain,Laptop,4,4430.79
INV-102734,2024-09-03 01:51:15,CUST-6026,Germany,Tablet,5,5870.42
INV-102735,2025-07-04 03:42:13,CUST-2010,Spain,Laptop,5,2666.0
INV-102736,2025-05-25 07:43:51,CUST-3926,Spain,Headphones,1,703.69
INV-102737,2025-05-19 12:21:04,CUST-3369,Germany,Laptop,9,10236.6
INV-102738,2025-07-31 20:05:22,CUST-1504,France,Monitor,3,3269.62
INV-102739,2024-02-08 16:04:17,CUST-1577,Netherlands,Laptop,6,3330.64
INV-102740,2025-09-06 01:29:49,CUST-5293,France,Headphones,1,662.62
INV-102741,2025-05-14 18:39:24,CUST-5845,UK,Laptop,6,2053.66
INV-102742,2024-09-23 00:27:32,CUST-5602,Netherlands,Speaker,1,611.41
INV-102743,2024-11-28 12:56:53,CUST-1556,Ireland,Speaker,8,328.24
INV-102744,2025-12-10 06:51:43,CUST-7073,Spain,Monitor,3,945.56
INV-102745,2024-09-19 21:08:34,CUST-5360,Netherlands,Printer,5,748.65
INV-102746,2024-12-08 08:16:38,CUST-4939,Germany,Printer,1,304.14
INV-102747,2025-07-18 08:06:07,CUST-1682,Germany,Tablet,5,3918.23
INV-102748,2024-09-17 21:43:14,CUST-4949,Netherlands,Headphones,1,254.46
INV-102749,2025-09-05 23:15:42,CUST-2279,UK,Tablet,10,3029.96
INV-102750,2024-09-01 09:32:33,CUST-1011,Netherlands,Mouse,8,3800.0
INV-102751,2024-11-24 17:30:59,CUST-4931,Spain,Printer,4,3376.77
INV-102752,2024-12-10 08:41:27,CUST-4005,France,Headphones,8,6088.58
INV-102753,2025-10-11 04:18:50,CUST-8686,Germany,Laptop,7,6788.48
INV-102754,2025-01-01 02:35:59,CUST-9346,Netherlands,Laptop,4,1599.16
INV-102755,2024-07-31 18:28:57,CUST-1978,Spain,Keyboard,8,1261.95
INV-102756,2025-10-29 20:22:04,CUST-2207,Ireland,Laptop,7,5306.44
INV-102757,2025-05-07 20:14:36,CUST-7157,Netherlands,Keyboard,2,705.13
INV-102758,2025-10-25 01:36:40,CUST-1790,Ireland,Headphones,3,3168.77
INV-102759,2024-05-01 14:29:35,CUST-3375,Spain,Monitor,9,3301.81
INV-102760,2024-07-01 21:19:11,CUST-4008,Netherlands,Smartphone,5,808.66
INV-102761,2024-04-19 22:06:28,CUST-5505,Ireland,Webcam,7,8054.67
INV-102762,2024-04-29 08:20:22,CUST-4374,France,Laptop,2,1244.5
INV-102763,2024-08-15 13:52:11,CUST-3996,UK,Headphones,4,4411.7
INV-102764,2025-01-31 05:52:42,CUST-3578,UK,Headphones,4,4628.18
INV-102765,2025-04-20 01:16:09,CUST-4588,Spain,Laptop,4,1964.87
INV-102766,2023-12-19 11:03:21,CUST-2593,Ireland,Monitor,2,1369.54
INV-102767,2024-09-18 01:50:04,CUST-8604,Ireland,Mouse,5,1122.19
INV-102768,2024-11-08 04:31:54,CUST-1617,Netherlands,Tablet,8,3725.41
INV-102769,2023-12-27 09:57:55,CUST-2360,UK,Webcam,8,4201.82
INV-102770,2023-12-24 13:18:41,CUST-7644,Spain,Tablet,6,6182.78
INV-102771,2025-09-27 12:47:53,CUST-9657,Germany,Keyboard,5,2689.55
INV-102772,2025-10-03 03:11:38,CUST-4069,Netherlands,Smartphone,5,1701.61
INV-102773,2025-05-24 16:07:50,CUST-4790,Netherlands,Monitor,2,1133.69
INV-102774,2024-04-11 17:27:52,CUST-6255,France,Mouse,4,3698.07
INV-102775,2024-12-27 11:12:18,CUST-9134,France,Printer,6,2022.74
INV-102776,2024-11-27 17:38:59,CUST-6621,Germany,Keyboard,8,8193.55
INV-102777,2024-01-02 03:38:54,CUST-9919,Netherlands,Laptop,10,11308.56
INV-102778,2024-12-29 08:05:03,CUST-4357,Ireland,Headphones,4,726.07
INV-102779,2024-03-11 03:40:59,CUST-7490,Germany,Printer,1,993.41
INV-102780,2024-04-22 01:27:30,CUST-3125,UK,Webcam,9,6958.06
INV-102781,2025-10-15 22:05:35,CUST-1591,Germany,Laptop,4,3218.29
INV-102782,2025-12-06 05:31:22,CUST-5926,France,Webcam,8,7231.81
INV-102783,2024-02-01 02:23:13,CUST-6552,France,Speaker,6,4261.77
INV-102784,2024-01-14 11:38:23,CUST-7485,France,Tablet,5,4636.23
INV-102785,2024-11-15 23:02:00,CUST-5620,Netherlands,Monitor,9,6245.4
INV-102786,2024-10-07 18:43:28,CUST-2316,Netherlands,Webcam,4,2066.68
INV-102787,2025-07-23 07:00:15,CUST-3270,Spain,Laptop,1,701.09
INV-102788,2025-05-15 05:19:38,CUST-4827,Ireland,Mouse,7,7542.54
INV-102789,2024-03-30 14:32:28,CUST-7445,Spain,Webcam,5,5625.07
INV-102790,2025-02-18 09:38:21,CUST-1626,Netherlands,Monitor,5,5907.29
INV-102791,2025-01-25 14:21:03,CUST-2907,Ireland,Speaker,7,6961.7
INV-102792,2024-09-13 00:51:34,CUST-4734,France,Laptop,4,3459.56
INV-102793,2025-05-09 20:45:01,CUST-7241,Germany,Mouse,7,4410.7
INV-102794,2025-04-01 07:26:54,CUST-5657,Spain,Tablet,6,5888.9
INV-102795,2024-09-04 09:23:13,CUST-1243,Ireland,Keyboard,2,1108.76
INV-102796,2024-06-23 09:48:27,CUST-8432,Germany,Smartphone,8,6739.37
INV-102797,2024-10-30 12:23:22,CUST-7651,Germany,Tablet,3,1244.2
INV-102798,2025-06-01 15:33:38,CUST-2804,Netherlands,Webcam,1,1095.44
INV-102799,2024-12-09 11:05:41,CUST-8722,France,Keyboard,6,1591.33
INV-102800,2024-10-11 17:14:00,CUST-6679,Spain,Monitor,8,5503.2
INV-102801,2025-12-01 00:51:15,CUST-6096,Netherlands,Tablet,3,3307.53
INV-102802,2024-01-20 08:32:18,CUST-9713,Ireland,Keyboard,5,4800.34
INV-102803,2025-11-19 05:54:30,CUST-9397,France,Keyboard,5,5047.52
INV-102804,2025-01-16 08:12:51,CUST-4842,Ireland,Printer,9,1104.27
INV-102805,2024-01-19 13:08:48,CUST-8991,France,Monitor,10,9371.92
INV-102806,2024-11-01 08:14:29,CUST-6775,Netherlands,Headphones,3,1999.26
INV-102807,2024-03-11 05:42:55,CUST-4747,UK,Smartphone,3,455.52
INV-102808,2025-06-03 07:21:53,CUST-3417,France,Printer,7,1921.58
INV-102809,2025-06-25 04:01:15,CUST-5348,Ireland,Monitor,3,1492.71
INV-102810,2025-01-24 05:38:29,CUST-4054,UK,Webcam,3,1141.19
INV-102811,2025-08-21 19:00:07,CUST-7412,UK,Mouse,8,6642.31
INV-102812,2024-04-05 18:16:12,CUST-3525,Germany,Tablet,9,1792.53
INV-102813,2024-11-10 05:53:57,CUST-9724,Spain,Mouse,3,2998.62
INV-102814,2025-08-04 16:25:35,CUST-7864,Germany,Webcam,8,6658.6
INV-102815,2024-10-06 13:06:08,CUST-2700,Ireland,Keyboard,4,1587.24
INV-102816,2025-05-19 15:31:13,CUST-2432,Netherlands,Headphones,7,7435.32
INV-102817,2025-08-27 10:28:33,CUST-7612,Germany,Tablet,5,2202.53
INV-102818,2024-12-19 08:30:01,CUST-6025,Netherlands,Headphones,6,2532.57
INV-102819,2025-01-20 22:01:29,CUST-2427,Spain,Laptop,2,855.79
INV-102820,2024-01-31 19:50:16,CUST-8057,UK,Smartphone,4,3634.83
INV-102821,2025-02-09 09:53:25,CUST-2812,Germany,Laptop,7,4855.88
INV-102822,2025-06-17 02:18:44,CUST-4560,UK,Keyboard,10,4348.23
INV-102823,2024-02-25 16:31:32,CUST-9626,Netherlands,Webcam,5,1987.94
INV-102824,2024-11-21 18:11:55,CUST-3830,UK,Headphones,5,3768.41
INV-102825,2025-06-03 13:02:37,CUST-1848,UK,Speaker,6,3112.97
INV-102826,2024-04-27 18:11:36,CUST-3532,Netherlands,Printer,5,5633.31
INV-102827,2024-05-30 14:28:22,CUST-6765,UK,Printer,8,6524.06
INV-102828,2025-03-28 17:49:03,CUST-6754,Ireland,Smartphone,10,11859.59
INV-102829,2024-02-29 00:56:39,CUST-1633,Germany,Laptop,9,6559.51
INV-102830,2025-02-10 01:14:23,CUST-5856,France,Webcam,8,4424.32
INV-102831,2024-01-21 07:46:39,CUST-3003,Spain,Webcam,2,933.5
INV-102832,2025-01-05 17:24:26,CUST-6505,Ireland,Monitor,1,629.07
INV-102833,2024-02-02 13:20:08,CUST-8290,Germany,Keyboard,9,9577.12
INV-102834,2024-12-16 19:59:39,CUST-6524,UK,Headphones,6,3448.11
INV-102835,2024-01-11 09:20:53,CUST-8031,France,Speaker,5,4901.78
INV-102836,2025-11-15 06:11:36,CUST-5849,Netherlands,Monitor,6,6622.46
INV-102837,2024-01-25 12:46:01,CUST-3307,France,Keyboard,6,1481.98
INV-102838,2024-01-12 16:34:27,CUST-7811,Germany,Smartphone,4,826.74
INV-102839,2025-02-02 18:27:22,CUST-3733,UK,Speaker,10,3145.83
INV-102840,2025-08-06 04:28:53,CUST-6510,France,Smartphone,4,1083.47
INV-102841,2025-11-06 09:04:31,CUST-6121,Ireland,Smartphone,3,1127.31
INV-102842,2025-09-30 01:44:03,CUST-2544,Spain,Smartphone,3,3439.82
INV-102843,2025-04-20 22:54:09,CUST-2690,Germany,Mouse,3,1422.68
INV-102844,2024-01-11 18:25:50,CUST-6348,Spain,Laptop,9,3010.86
INV-102845,2024-01-18 00:15:25,CUST-6494,Netherlands,Keyboard,4,2024.64
INV-102846,2024-05-20 16:48:25,CUST-3359,France,Headphones,6,4289.6
INV-102847,2024-09-29 02:36:10,CUST-5683,France,Keyboard,8,5253.28
INV-102848,2024-07-04 01:29:07,CUST-7966,Spain,Mouse,3,2102.94
INV-102849,2024-03-09 02:32:46,CUST-3244,Germany,Keyboard,4,461.5
INV-102850,2025-01-27 07:52:51,CUST-6843,Germany,Monitor,3,210.07
INV-102851,2024-04-27 21:26:56,CUST-3847,France,Keyboard,7,6418.03
INV-102852,2024-07-26 15:34:38,CUST-6459,Germany,Keyboard,2,336.49
INV-102853,2025-08-07 13:39:51,CUST-2163,UK,Printer,7,8289.72
INV-102854,2024-06-01 11:38:52,CUST-9344,Germany,Smartphone,1,1003.06
INV-102855,2025-08-21 20:39:52,CUST-4245,Germany,Headphones,5,901.97
INV-102856,2025-10-31 19:34:33,CUST-1280,Netherlands,Printer,9,2678.23
INV-102857,2024-05-10 19:12:12,CUST-2858,Netherlands,Monitor,3,3423.66
INV-102858,2024-04-16 08:02:42,CUST-8528,UK,Webcam,5,4055.83
INV-102859,2025-01-22 01:18:58,CUST-9727,Netherlands,Webcam,5,2145.62
INV-102860,2024-07-13 06:39:31,CUST-2822,France,Monitor,3,290.16
INV-102861,2025-06-24 10:19:54,CUST-9567,UK,Speaker,6,5962.47
INV-102862,2025-05-15 13:14:58,CUST-6215,UK,Laptop,5,4686.94
INV-102863,2025-12-12 09:25:55,CUST-8953,France,Monitor,7,6322.31
INV-102864,2024-11-02 22:30:56,CUST-7919,Germany,Laptop,3,1022.53
INV-102865,2025-05-02 08:42:28,CUST-2060,Spain,Mouse,6,3818.81
INV-102866,2024-06-02 03:09:25,CUST-2246,France,Mouse,7,8208.27
INV-102867,2025-10-30 17:05:27,CUST-7253,UK,Keyboard,10,4116.32
INV-102868,2025-05-12 02:38:40,CUST-6461,Spain,Monitor,4,4790.15
INV-102869,2025-03-10 12:09:45,CUST-6552,Spain,Tablet,1,67.05
INV-102870,2025-11-02 09:20:31,CUST-8161,Ireland,Speaker,4,141.07
INV-102871,2024-02-01 00:27:12,CUST-8329,Ireland,Webcam,6,2171.79
INV-102872,2024-06-29 06:14:41,CUST-7925,Ireland,Smartphone,1,643.66
INV-102873,2025-04-07 06:15:24,CUST-2797,Germany,Headphones,7,6773.76
INV-102874,2025-03-14 09:55:42,CUST-9856,Germany,Printer,10,9648.26
INV-102875,2024-06-30 15:23:11,CUST-4025,Germany,Tablet,2,1999.44
INV-102876,2025-05-28 04:54:30,CUST-7017,Germany,Smartphone,8,3252.14
INV-102877,2024-01-22 13:28:44,CUST-4245,France,Mouse,1,916.58
INV-102878,2025-11-04 23:00:49,CUST-9485,Ireland,Laptop,8,8976.8
INV-102879,2025-02-02 09:32:54,CUST-7927,Ireland,Keyboard,5,3588.9
INV-102880,2025-08-20 14:39:12,CUST-3639,Netherlands,Laptop,5,2206.06
INV-102881,2025-06-18 14:36:41,CUST-1729,Netherlands,Headphones,5,724.21
INV-102882,2024-12-03 20:39:40,CUST-3716,France,Smartphone,2,1827.23
INV-102883,2023-12-25 22:28:12,CUST-4650,Netherlands,Tablet,3,3179.39
INV-102884,2025-07-30 20:31:17,CUST-8767,France,Smartphone,8,6486.58
INV-102885,2024-03-05 11:06:47,CUST-3545,France,Smartphone,2,1350.74
INV-102886,2024-09-30 17:59:48,CUST-7443,Spain,Speaker,2,1129.73
INV-102887,2025-05-24 09:32:09,CUST-8359,Germany,Headphones,2,192.4
INV-102888,2024-11-03 19:31:17,CUST-6579,France,Laptop,3,2786.79
INV-102889,2024-10-26 14:54:38,CUST-6076,Germany,Laptop,5,2004.61
INV-102890,2024-02-07 02:16:13,CUST-6422,Netherlands,Tablet,9,7073.29
INV-102891,2025-03-11 07:41:51,CUST-6302,Spain,Printer,3,2497.46
INV-102892,2024-11-21 02:04:09,CUST-9660,Ireland,Speaker,5,4839.83
INV-102893,2024-05-27 12:39:46,CUST-4607,UK,Smartphone,3,3329.09
INV-102894,2024-10-18 10:28:08,CUST-2286,UK,Headphones,8,8907.25
INV-102895,2024-06-20 05:32:15,CUST-8270,France,Monitor,6,3274.57
INV-102896,2024-09-28 17:48:27,CUST-9796,Spain,Mouse,6,1006.82
INV-102897,2025-09-21 04:13:59,CUST-3325,Netherlands,Keyboard,5,612.88
INV-102898,2024-09-20 21:35:04,CUST-6903,Germany,Keyboard,10,2069.99
INV-102899,2024-08-16 20:08:21,CUST-7628,UK,Mouse,9,380.09
INV-102900,2025-03-05 01:03:50,CUST-3298,Netherlands,Smartphone,5,2331.6
INV-102901,2025-09-01 19:08:58,CUST-6710,Netherlands,Laptop,5,3306.1
INV-102902,2025-01-21 08:08:03,CUST-9444,Netherlands,Laptop,4,4331.67
INV-102903,2024-08-21 08:54:52,CUST-3275,Ireland,Monitor,4,2539.0
INV-102904,2024-08-28 16:54:40,CUST-2194,UK,Smartphone,10,9648.87
INV-102905,2024-02-22 18:40:36,CUST-2999,Germany,Smartphone,7,2252.03
INV-102906,2025-03-23 21:04:40,CUST-5719,France,Printer,4,3220.94
INV-102907,2023-12-22 13:07:58,CUST-1727,Germany,Webcam,5,5185.82
INV-102908,2025-01-01 06:51:10,CUST-7148,Germany,Tablet,2,938.87
INV-102909,2024-05-09 22:13:09,CUST-6643,Germany,Speaker,1,425.77
INV-102910,2024-06-19 02:13:43,CUST-1396,Ireland,Keyboard,8,677.55
INV-102911,2025-09-08 06:46:23,CUST-7288,Ireland,Laptop,4,1820.91
INV-102912,2025-09-03 23:28:35,CUST-2007,France,Laptop,2,1953.5
INV-102913,2024-03-29 10:22:38,CUST-5451,Germany,Mouse,3,3149.78
INV-102914,2024-03-08 14:16:22,CUST-7524,Netherlands,Webcam,3,2503.71
INV-102915,2025-07-03 06:11:52,CUST-3333,France,Webcam,9,7881.02
INV-102916,2024-09-24 13:22:44,CUST-5766,Netherlands,Keyboard,7,3232.47
INV-102917,2024-06-08 09:41:17,CUST-9763,France,Mouse,7,6643.81
INV-102918,2025-04-11 01:21:11,CUST-9189,France,Keyboard,5,2231.77
INV-102919,2025-09-19 16:16:40,CUST-9102,Spain,Speaker,2,1311.81
INV-102920,2025-07-07 15:51:23,CUST-6774,Netherlands,Speaker,9,8297.45
INV-102921,2024-03-13 02:50:03,CUST-6687,Netherlands,Printer,1,82.89
INV-102922,2024-11-12 07:18:44,CUST-1135,France,Keyboard,10,9112.42
INV-102923,2024-01-17 22:15:56,CUST-6134,Ireland,Mouse,4,3356.07
INV-102924,2025-11-14 21:04:38,CUST-7836,Ireland,Printer,6,1702.39
INV-102925,2025-01-06 05:39:28,CUST-8510,Netherlands,Laptop,5,5586.71
INV-102926,2024-06-01 01:48:31,CUST-5720,Ireland,Webcam,8,5614.43
INV-102927,2025-03-09 11:39:10,CUST-5913,UK,Webcam,4,3957.51
INV-102928,2024-04-23 22:36:56,CUST-8426,UK,Tablet,1,1111.85
INV-102929,2024-04-11 13:59:01,CUST-5413,Germany,Laptop,6,2844.76
INV-102930,2025-06-02 10:35:11,CUST-9867,UK,Laptop,8,6948.56
INV-102931,2024-11-06 03:48:33,CUST-5395,UK,Smartphone,4,2014.01
INV-102932,2025-02-17 17:10:13,CUST-7963,Germany,Printer,4,3714.21
INV-102933,2025-11-05 00:52:33,CUST-9481,Netherlands,Printer,2,192.34
INV-102934,2024-04-15 19:04:11,CUST-9225,Spain,Mouse,4,963.95
INV-102935,2025-06-19 22:00:42,CUST-8084,UK,Headphones,6,2676.25
INV-102936,2024-02-20 10:43:21,CUST-9340,Germany,Mouse,8,8008.23
INV-102937,2025-08-04 17:06:45,CUST-5593,UK,Speaker,6,4111.39
INV-102938,2025-06-24 21:17:15,CUST-4512,Spain,Tablet,6,5258.42
INV-102939,2025-11-29 19:35:13,CUST-1509,UK,Smartphone,5,3219.93
INV-102940,2025-05-05 00:25:00,CUST-4776,Spain,Printer,9,4335.65
INV-102941,2025-08-01 03:21:08,CUST-8734,UK,Smartphone,5,2156.78
INV-102942,2024-07-28 09:34:00,CUST-1115,France,Laptop,1,24.0
INV-102943,2024-03-02 15:01:23,CUST-5146,Ireland,Laptop,5,3493.48
INV-102944,2025-08-23 06:14:39,CUST-4262,Ireland,Tablet,5,4256.65
INV-102945,2025-07-18 14:14:04,CUST-5185,Germany,Mouse,6,1178.03
INV-102946,2025-03-02 20:09:50,CUST-9375,UK,Headphones,8,7093.77
INV-102947,2025-05-23 14:55:47,CUST-4464,UK,Keyboard,1,297.41
INV-102948,2025-07-09 01:39:34,CUST-7360,Germany,Tablet,2,968.58
